,x0,y0,StartNode,StartTime,xf,yf,FinalNode
0,363645.46,3713224.57,506,483,363647.437377,3713249.863934,502
1,363645.46,3713224.57,506,1441,363642.414416,3713243.630455,503
2,363645.46,3713224.57,506,1290,363646.496065,3713249.1359,502
3,363323.95,3713224.51,699,254,363059.76,3713174.66,905
4,363323.95,3713224.51,699,1506,363059.76,3713174.66,905
5,363323.95,3713224.51,699,347,363059.76,3713174.66,905
6,363553.69,3713219.4,721,1611,363582.310508,3713460.702328,345
7,363553.69,3713219.4,721,963,363553.56,3713538.23,301
8,363553.69,3713219.4,721,820,363553.56,3713538.23,301
9,363520.9,3713198.61,726,128,363553.56,3713538.23,301
10,363520.9,3713198.61,726,385,363553.56,3713538.23,301
11,363520.9,3713198.61,726,1103,363553.56,3713538.23,301
12,363511.71,3713205.21,727,2228,363511.71,3713205.21,727
13,363511.71,3713205.21,727,1164,363553.56,3713538.23,301
14,363511.71,3713205.21,727,748,363553.56,3713538.23,301
15,363273.59,3713192.88,730,1172,363059.76,3713174.66,905
16,363273.59,3713192.88,730,901,363059.76,3713174.66,905
17,363273.59,3713192.88,730,1413,363059.76,3713174.66,905
18,363429.59,3713225.78,731,1886,363429.59,3713225.78,731
19,363429.59,3713225.78,731,1075,363059.76,3713174.66,905
20,363429.59,3713225.78,731,566,363059.76,3713174.66,905
21,363424.76,3713212.91,732,1406,363049.266712,3713207.628631,800
22,363424.76,3713212.91,732,741,363059.76,3713174.66,905
23,363424.76,3713212.91,732,249,363059.76,3713174.66,905
24,363341.42,3713228.88,758,615,363059.76,3713174.66,905
25,363341.42,3713228.88,758,380,363059.76,3713174.66,905
26,363341.42,3713228.88,758,341,363059.76,3713174.66,905
27,363334.42,3713226.21,759,626,363059.76,3713174.66,905
28,363334.42,3713226.21,759,534,363059.76,3713174.66,905
29,363334.42,3713226.21,759,1089,363059.76,3713174.66,905
30,363154.53,3713227.83,760,957,363059.76,3713174.66,905
31,363154.53,3713227.83,760,1917,363154.53,3713227.83,760
32,363154.53,3713227.83,760,916,363059.76,3713174.66,905
33,363393.67,3713229.99,762,520,363059.76,3713174.66,905
34,363393.67,3713229.99,762,1635,363276.165182,3713261.284312,666
35,363393.67,3713229.99,762,235,363059.76,3713174.66,905
36,363401.79,3713229.87,763,1063,363059.76,3713174.66,905
37,363401.79,3713229.87,763,135,363059.76,3713174.66,905
38,363401.79,3713229.87,763,1238,363059.76,3713174.66,905
39,363156.37,3713193.62,769,1683,363049.570068,3713206.477946,800
40,363156.37,3713193.62,769,1092,363059.76,3713174.66,905
41,363156.37,3713193.62,769,183,363059.76,3713174.66,905
42,363155.45,3713210.26,770,1223,363059.76,3713174.66,905
43,363155.45,3713210.26,770,619,363059.76,3713174.66,905
44,363155.45,3713210.26,770,998,363059.76,3713174.66,905
45,363294.63,3713203.67,774,1860,363294.63,3713203.67,774
46,363294.63,3713203.67,774,1106,363059.76,3713174.66,905
47,363294.63,3713203.67,774,1323,363059.76,3713174.66,905
48,363308.73,3713215.48,775,581,363059.76,3713174.66,905
49,363308.73,3713215.48,775,454,363059.76,3713174.66,905
50,363308.73,3713215.48,775,321,363059.76,3713174.66,905
51,363538.02,3713178.04,776,837,363553.56,3713538.23,301
52,363538.02,3713178.04,776,1156,363553.56,3713538.23,301
53,363538.02,3713178.04,776,653,363553.56,3713538.23,301
54,363504.14,3713162.81,777,1493,363577.095086,3713503.261513,345
55,363504.14,3713162.81,777,796,363553.56,3713538.23,301
56,363504.14,3713162.81,777,991,363553.56,3713538.23,301
57,363495.99,3713161.08,778,1006,363553.56,3713538.23,301
58,363495.99,3713161.08,778,265,363059.76,3713174.66,905
59,363495.99,3713161.08,778,853,363059.76,3713174.66,905
60,363487.91,3713163.96,779,619,363059.76,3713174.66,905
61,363487.91,3713163.96,779,555,363059.76,3713174.66,905
62,363487.91,3713163.96,779,1326,363050.783492,3713201.875208,800
63,363481.01,3713168.68,780,1858,363481.01,3713168.68,780
64,363481.01,3713168.68,780,988,363059.76,3713174.66,905
65,363481.01,3713168.68,780,406,363059.76,3713174.66,905
66,363476.46,3713175.21,781,544,363059.76,3713174.66,905
67,363476.46,3713175.21,781,570,363059.76,3713174.66,905
68,363476.46,3713175.21,781,864,363059.76,3713174.66,905
69,363466.28,3713193.84,782,2044,363466.28,3713193.84,782
70,363466.28,3713193.84,782,289,363059.76,3713174.66,905
71,363466.28,3713193.84,782,567,363059.76,3713174.66,905
72,363458.63,3713227.22,783,1304,363059.76,3713174.66,905
73,363458.63,3713227.22,783,956,363059.76,3713174.66,905
74,363458.63,3713227.22,783,176,363059.76,3713174.66,905
75,363311.96,3713197.88,787,1029,363059.76,3713174.66,905
76,363311.96,3713197.88,787,426,363059.76,3713174.66,905
77,363311.96,3713197.88,787,1543,363064.16548,3713211.080751,799
78,363315.4,3713195.06,788,426,363059.76,3713174.66,905
79,363315.4,3713195.06,788,1606,363172.105066,3713232.743719,723
80,363315.4,3713195.06,788,1350,363059.76,3713174.66,905
81,363330.5,3713195.77,789,415,363059.76,3713174.66,905
82,363330.5,3713195.77,789,998,363059.76,3713174.66,905
83,363330.5,3713195.77,789,64,363059.76,3713174.66,905
84,363354.91,3713198.19,790,810,363059.76,3713174.66,905
85,363354.91,3713198.19,790,1086,363059.76,3713174.66,905
86,363354.91,3713198.19,790,54,363059.76,3713174.66,905
87,363378.1,3713196.01,791,1069,363059.76,3713174.66,905
88,363378.1,3713196.01,791,921,363059.76,3713174.66,905
89,363378.1,3713196.01,791,698,363059.76,3713174.66,905
90,363410.68,3713202.02,793,1126,363059.76,3713174.66,905
91,363410.68,3713202.02,793,642,363059.76,3713174.66,905
92,363410.68,3713202.02,793,1532,363167.644752,3713231.496684,723
93,363537.38,3713215.01,795,967,363553.56,3713538.23,301
94,363537.38,3713215.01,795,527,363553.56,3713538.23,301
95,363537.38,3713215.01,795,1186,363553.56,3713538.23,301
96,363114.92,3713217.31,798,701,363059.76,3713174.66,905
97,363114.92,3713217.31,798,537,363059.76,3713174.66,905
98,363114.92,3713217.31,798,670,363059.76,3713174.66,905
99,363100.94,3713213.81,799,765,363059.76,3713174.66,905
100,363100.94,3713213.81,799,805,363059.76,3713174.66,905
101,363100.94,3713213.81,799,1976,363100.94,3713213.81,799
102,363314.61,3713220.94,805,1678,363228.271111,3713248.446887,723
103,363314.61,3713220.94,805,984,363059.76,3713174.66,905
104,363314.61,3713220.94,805,754,363059.76,3713174.66,905
105,363069.74,3713223.49,808,421,363059.76,3713174.66,905
106,363069.74,3713223.49,808,698,363059.76,3713174.66,905
107,363069.74,3713223.49,808,313,363059.76,3713174.66,905
108,363116.74,3713182.17,810,2074,363116.74,3713182.17,810
109,363116.74,3713182.17,810,1022,363059.76,3713174.66,905
110,363116.74,3713182.17,810,547,363059.76,3713174.66,905
111,363531.2,3713188.3,811,571,363553.56,3713538.23,301
112,363531.2,3713188.3,811,1332,363553.56,3713538.23,301
113,363531.2,3713188.3,811,531,363553.56,3713538.23,301
114,363412.83,3713189.98,813,1610,363257.602082,3713232.632691,730
115,363412.83,3713189.98,813,1148,363059.76,3713174.66,905
116,363412.83,3713189.98,813,783,363059.76,3713174.66,905
117,363411.49,3713177.06,814,982,363059.76,3713174.66,905
118,363411.49,3713177.06,814,1032,363059.76,3713174.66,905
119,363411.49,3713177.06,814,1125,363059.76,3713174.66,905
120,363434.62,3713171.19,819,1145,363059.76,3713174.66,905
121,363434.62,3713171.19,819,771,363059.76,3713174.66,905
122,363434.62,3713171.19,819,1205,363059.76,3713174.66,905
123,363436.12,3713195.19,820,678,363059.76,3713174.66,905
124,363436.12,3713195.19,820,950,363059.76,3713174.66,905
125,363436.12,3713195.19,820,102,363059.76,3713174.66,905
126,363392.07,3713199.51,829,623,363059.76,3713174.66,905
127,363392.07,3713199.51,829,1652,363256.3689,3713235.698902,730
128,363392.07,3713199.51,829,1166,363059.76,3713174.66,905
129,363426.51,3713172.23,839,960,363059.76,3713174.66,905
130,363426.51,3713172.23,839,277,363059.76,3713174.66,905
131,363426.51,3713172.23,839,1005,363059.76,3713174.66,905
132,363550.47,3713155.68,841,204,363553.56,3713538.23,301
133,363550.47,3713155.68,841,274,363553.56,3713538.23,301
134,363550.47,3713155.68,841,556,363553.56,3713538.23,301
135,363557.27,3713144.5,842,498,363553.56,3713538.23,301
136,363557.27,3713144.5,842,427,363553.56,3713538.23,301
137,363557.27,3713144.5,842,1239,363553.56,3713538.23,301
138,363565.29,3713136.99,843,1103,363553.56,3713538.23,301
139,363565.29,3713136.99,843,876,363553.56,3713538.23,301
140,363565.29,3713136.99,843,1737,363569.250036,3713197.814081,849
141,363581.51,3713134.91,844,659,363553.56,3713538.23,301
142,363581.51,3713134.91,844,591,363553.56,3713538.23,301
143,363581.51,3713134.91,844,1016,363553.56,3713538.23,301
144,363583.93,3713141.35,845,1101,363553.56,3713538.23,301
145,363583.93,3713141.35,845,1540,363581.296316,3713454.617888,419
146,363583.93,3713141.35,845,1255,363553.56,3713538.23,301
147,363579.57,3713161.74,846,543,363553.56,3713538.23,301
148,363579.57,3713161.74,846,1044,363553.56,3713538.23,301
149,363579.57,3713161.74,846,508,363553.56,3713538.23,301
150,363580.86,3713170.96,847,1485,363553.56,3713538.23,301
151,363580.86,3713170.96,847,1083,363553.56,3713538.23,301
152,363580.86,3713170.96,847,734,363553.56,3713538.23,301
153,363576.4,3713183.96,848,820,363553.56,3713538.23,301
154,363576.4,3713183.96,848,458,363553.56,3713538.23,301
155,363576.4,3713183.96,848,487,363553.56,3713538.23,301
156,363570.73,3713193.29,849,1352,363553.56,3713538.23,301
157,363570.73,3713193.29,849,1130,363553.56,3713538.23,301
158,363570.73,3713193.29,849,68,363553.56,3713538.23,301
159,363567.39,3713203.5,850,1233,363553.56,3713538.23,301
160,363567.39,3713203.5,850,796,363553.56,3713538.23,301
161,363567.39,3713203.5,850,798,363553.56,3713538.23,301
162,363558.29,3713216.56,851,1104,363553.56,3713538.23,301
163,363558.29,3713216.56,851,478,363553.56,3713538.23,301
164,363558.29,3713216.56,851,153,363553.56,3713538.23,301
165,363159.46,3713165.85,894,597,363059.76,3713174.66,905
166,363159.46,3713165.85,894,950,363059.76,3713174.66,905
167,363159.46,3713165.85,894,929,363059.76,3713174.66,905
168,363174.53,3713164.71,895,223,363059.76,3713174.66,905
169,363174.53,3713164.71,895,628,363059.76,3713174.66,905
170,363174.53,3713164.71,895,1549,363059.76,3713174.66,905
171,363186.15,3713165.47,896,1888,363186.15,3713165.47,896
172,363186.15,3713165.47,896,1097,363059.76,3713174.66,905
173,363186.15,3713165.47,896,1471,363059.76,3713174.66,905
174,363196.66,3713169.94,897,1394,363059.76,3713174.66,905
175,363196.66,3713169.94,897,1211,363059.76,3713174.66,905
176,363196.66,3713169.94,897,1308,363059.76,3713174.66,905
177,363213.06,3713180.8,898,1527,363059.76,3713174.66,905
178,363213.06,3713180.8,898,648,363059.76,3713174.66,905
179,363213.06,3713180.8,898,1126,363059.76,3713174.66,905
180,363241.07,3713191.49,899,987,363059.76,3713174.66,905
181,363241.07,3713191.49,899,904,363059.76,3713174.66,905
182,363241.07,3713191.49,899,1179,363059.76,3713174.66,905
183,363248.06,3713193.24,900,554,363059.76,3713174.66,905
184,363248.06,3713193.24,900,528,363059.76,3713174.66,905
185,363248.06,3713193.24,900,728,363059.76,3713174.66,905
186,363263.12,3713191.18,901,813,363059.76,3713174.66,905
187,363263.12,3713191.18,901,966,363059.76,3713174.66,905
188,363263.12,3713191.18,901,891,363059.76,3713174.66,905
189,363137.29,3713157.85,923,1254,363059.76,3713174.66,905
190,363137.29,3713157.85,923,1379,363059.76,3713174.66,905
191,363137.29,3713157.85,923,2145,363137.29,3713157.85,923
192,363111.64,3713149.89,924,649,363059.76,3713174.66,905
193,363111.64,3713149.89,924,799,363059.76,3713174.66,905
194,363111.64,3713149.89,924,1473,363059.76,3713174.66,905
195,363097.6,3713141.78,925,524,363059.76,3713174.66,905
196,363097.6,3713141.78,925,1935,363097.6,3713141.78,925
197,363097.6,3713141.78,925,1124,363059.76,3713174.66,905
198,363077.67,3713128.2,926,298,363059.76,3713174.66,905
199,363077.67,3713128.2,926,1444,363059.76,3713174.66,905
200,363077.67,3713128.2,926,1631,363059.76,3713174.66,905
201,363391.35,3713148.7,936,1476,363343.719921,3713280.244198,667
202,363391.35,3713148.7,936,1200,363059.76,3713174.66,905
203,363391.35,3713148.7,936,742,363059.76,3713174.66,905
204,363375.15,3713151.7,937,1665,363434.76846,3713173.565365,819
205,363375.15,3713151.7,937,358,363059.76,3713174.66,905
206,363375.15,3713151.7,937,180,363059.76,3713174.66,905
207,363363.62,3713157.41,938,380,363059.76,3713174.66,905
208,363363.62,3713157.41,938,524,363059.76,3713174.66,905
209,363363.62,3713157.41,938,1314,363151.079618,3713226.913615,760
210,363472.5,3713141.08,940,321,363059.76,3713174.66,905
211,363472.5,3713141.08,940,633,363059.76,3713174.66,905
212,363472.5,3713141.08,940,1419,363181.378505,3713235.336431,723
213,363470.32,3713151.27,941,868,363059.76,3713174.66,905
214,363470.32,3713151.27,941,630,363059.76,3713174.66,905
215,363470.32,3713151.27,941,330,363059.76,3713174.66,905
216,363463.45,3713157.84,942,829,363059.76,3713174.66,905
217,363463.45,3713157.84,942,461,363059.76,3713174.66,905
218,363463.45,3713157.84,942,1071,363059.76,3713174.66,905
219,363442.72,3713169.22,943,839,363059.76,3713174.66,905
220,363442.72,3713169.22,943,1382,363112.611255,3713216.731988,798
221,363442.72,3713169.22,943,485,363059.76,3713174.66,905
222,363277.58,3713146.61,957,590,363059.76,3713174.66,905
223,363277.58,3713146.61,957,660,363059.76,3713174.66,905
224,363277.58,3713146.61,957,302,363059.76,3713174.66,905
225,363269.44,3713145.81,958,732,363059.76,3713174.66,905
226,363269.44,3713145.81,958,1018,363059.76,3713174.66,905
227,363269.44,3713145.81,958,447,363059.76,3713174.66,905
228,363269.49,3713149.5,959,890,363059.76,3713174.66,905
229,363269.49,3713149.5,959,1513,363262.482786,3713220.497207,730
230,363269.49,3713149.5,959,814,363059.76,3713174.66,905
231,363289.23,3713150.14,960,239,363059.76,3713174.66,905
232,363289.23,3713150.14,960,1196,363059.76,3713174.66,905
233,363289.23,3713150.14,960,1855,363289.23,3713150.14,960
234,363321.84,3713158.0,961,531,363059.76,3713174.66,905
235,363321.84,3713158.0,961,422,363059.76,3713174.66,905
236,363321.84,3713158.0,961,1120,363059.76,3713174.66,905
237,363330.1,3713167.12,962,638,363059.76,3713174.66,905
238,363330.1,3713167.12,962,1096,363059.76,3713174.66,905
239,363330.1,3713167.12,962,441,363059.76,3713174.66,905
240,363335.94,3713169.81,963,583,363059.76,3713174.66,905
241,363335.94,3713169.81,963,1237,363059.76,3713174.66,905
242,363335.94,3713169.81,963,614,363059.76,3713174.66,905
243,363350.99,3713166.83,964,465,363059.76,3713174.66,905
244,363350.99,3713166.83,964,83,363059.76,3713174.66,905
245,363350.99,3713166.83,964,1917,363350.99,3713166.83,964
246,363359.12,3713167.64,965,1005,363059.76,3713174.66,905
247,363359.12,3713167.64,965,1194,363059.76,3713174.66,905
248,363359.12,3713167.64,965,788,363059.76,3713174.66,905
249,363373.13,3713172.98,966,435,363059.76,3713174.66,905
250,363373.13,3713172.98,966,1129,363059.76,3713174.66,905
251,363373.13,3713172.98,966,1097,363059.76,3713174.66,905
252,363402.23,3713179.04,967,1064,363059.76,3713174.66,905
253,363402.23,3713179.04,967,600,363059.76,3713174.66,905
254,363402.23,3713179.04,967,595,363059.76,3713174.66,905
255,363482.78,3713129.84,989,660,363059.76,3713174.66,905
256,363482.78,3713129.84,989,1510,363274.884127,3713260.952152,666
257,363482.78,3713129.84,989,981,363059.76,3713174.66,905
258,363470.06,3713132.8,992,1126,363059.76,3713174.66,905
259,363470.06,3713132.8,992,390,363059.76,3713174.66,905
260,363470.06,3713132.8,992,1093,363059.76,3713174.66,905
261,363463.05,3713130.12,993,558,363059.76,3713174.66,905
262,363463.05,3713130.12,993,971,363059.76,3713174.66,905
263,363463.05,3713130.12,993,374,363059.76,3713174.66,905
264,363452.61,3713130.27,994,966,363059.76,3713174.66,905
265,363452.61,3713130.27,994,2090,363452.61,3713130.27,994
266,363452.61,3713130.27,994,2042,363452.61,3713130.27,994
267,363399.22,3713130.1,995,209,363059.76,3713174.66,905
268,363399.22,3713130.1,995,1087,363059.76,3713174.66,905
269,363399.22,3713130.1,995,562,363059.76,3713174.66,905
270,363393.44,3713132.03,996,1025,363059.76,3713174.66,905
271,363393.44,3713132.03,996,878,363059.76,3713174.66,905
272,363393.44,3713132.03,996,1404,363243.189747,3713252.617909,723
273,363635.93,3713207.15,997,665,363640.944088,3713233.47062,504
274,363635.93,3713207.15,997,414,363642.755973,3713244.669241,504
275,363635.93,3713207.15,997,965,363640.961547,3713234.679628,505
276,363634.65,3713198.85,998,530,363635.781319,3713206.185897,997
277,363634.65,3713198.85,998,959,363642.755973,3713244.669241,504
278,363634.65,3713198.85,998,719,363642.061947,3713229.454234,506
279,363636.84,3713189.58,999,847,363635.244724,3713202.706411,998
280,363636.84,3713189.58,999,782,363649.32,3713251.32,502
281,363636.84,3713189.58,999,1132,363635.781319,3713206.185897,997
282,363644.71,3713171.91,1000,621,363644.391312,3713247.508033,503
283,363644.71,3713171.91,1000,251,363640.978453,3713235.850372,504
284,363644.71,3713171.91,1000,1052,363640.978729,3713235.869504,505
285,363551.47,3713144.58,1021,552,363553.56,3713538.23,301
286,363551.47,3713144.58,1021,701,363553.56,3713538.23,301
287,363551.47,3713144.58,1021,771,363553.56,3713538.23,301
288,363564.05,3713131.46,1022,1251,363553.56,3713538.23,301
289,363564.05,3713131.46,1022,1590,363558.048282,3713363.379673,518
290,363564.05,3713131.46,1022,1723,363528.531512,3713206.204466,726
291,363563.99,3713126.84,1023,47,363553.56,3713538.23,301
292,363563.99,3713126.84,1023,193,363553.56,3713538.23,301
293,363563.99,3713126.84,1023,251,363553.56,3713538.23,301
294,363563.85,3713116.68,1024,431,363553.56,3713538.23,301
295,363563.85,3713116.68,1024,94,363553.56,3713538.23,301
296,363563.85,3713116.68,1024,179,363553.56,3713538.23,301
297,363564.99,3713115.74,1025,840,363553.56,3713538.23,301
298,363564.99,3713115.74,1025,424,363553.56,3713538.23,301
299,363564.99,3713115.74,1025,2183,363564.99,3713115.74,1025
300,363568.45,3713113.84,1026,1602,363556.878708,3713327.826541,618
301,363568.45,3713113.84,1026,308,363553.56,3713538.23,301
302,363568.45,3713113.84,1026,1187,363553.56,3713538.23,301
303,363573.08,3713112.85,1027,1787,363563.99,3713126.84,1023
304,363573.08,3713112.85,1027,1804,363573.08,3713112.85,1027
305,363573.08,3713112.85,1027,1437,363557.679105,3713533.72933,302
306,363575.35,3713109.13,1028,1002,363553.56,3713538.23,301
307,363575.35,3713109.13,1028,2555,363575.35,3713109.13,1028
308,363575.35,3713109.13,1028,442,363553.56,3713538.23,301
309,363590.26,3713096.9,1029,1385,363607.5,3713084.64,1033
310,363590.26,3713096.9,1029,272,363553.56,3713538.23,301
311,363590.26,3713096.9,1029,828,363553.56,3713538.23,301
312,363597.13,3713090.33,1030,1360,363607.5,3713084.64,1033
313,363597.13,3713090.33,1030,961,363553.56,3713538.23,301
314,363597.13,3713090.33,1030,1325,363606.35,3713085.58,1032
315,363600.56,3713086.59,1031,836,363606.35,3713085.58,1032
316,363600.56,3713086.59,1031,735,363607.5,3713084.64,1033
317,363600.56,3713086.59,1031,634,363606.35,3713085.58,1032
318,363606.35,3713085.58,1032,601,363607.5,3713084.64,1033
319,363606.35,3713085.58,1032,681,363607.5,3713084.64,1033
320,363606.35,3713085.58,1032,1184,363606.35,3713085.58,1032
321,363607.5,3713084.64,1033,273,363606.35,3713085.58,1032
322,363607.5,3713084.64,1033,687,363606.35,3713085.58,1032
323,363607.5,3713084.64,1033,1200,363607.5,3713084.64,1033
324,363609.69,3713075.37,1034,607,363625.65,3713054.81,1038
325,363609.69,3713075.37,1034,1392,363606.35,3713085.58,1032
326,363609.69,3713075.37,1034,611,363607.5,3713084.64,1033
327,363616.59,3713070.65,1035,165,363607.5,3713084.64,1033
328,363616.59,3713070.65,1035,848,363606.35,3713085.58,1032
329,363616.59,3713070.65,1035,1593,363607.5,3713084.64,1033
330,363619.98,3713064.14,1036,400,363625.65,3713054.81,1038
331,363619.98,3713064.14,1036,1270,363624.51,3713056.68,1037
332,363619.98,3713064.14,1036,2216,363619.98,3713064.14,1036
333,363624.51,3713056.68,1037,859,363625.65,3713054.81,1038
334,363624.51,3713056.68,1037,848,363624.51,3713056.68,1037
335,363624.51,3713056.68,1037,743,363625.65,3713054.81,1038
336,363625.65,3713054.81,1038,908,363625.65,3713054.81,1038
337,363625.65,3713054.81,1038,149,363624.51,3713056.68,1037
338,363625.65,3713054.81,1038,1810,363625.65,3713054.81,1038
339,363625.56,3713048.35,1039,996,363625.65,3713054.81,1038
340,363625.56,3713048.35,1039,1009,363625.65,3713054.81,1038
341,363625.56,3713048.35,1039,1099,363624.51,3713056.68,1037
342,363626.65,3713043.71,1040,1805,363626.65,3713043.71,1040
343,363626.65,3713043.71,1040,1740,363624.51,3713056.68,1037
344,363626.65,3713043.71,1040,621,363653.486116,3713050.726148,1110
345,363498.78,3713029.81,1089,746,363526.689632,3713027.568712,1091
346,363498.78,3713029.81,1089,706,363526.689632,3713027.568712,1091
347,363498.78,3713029.81,1089,271,363526.510368,3713027.571288,1092
348,363510.38,3713029.65,1090,1194,363526.510368,3713027.571288,1092
349,363510.38,3713029.65,1090,1785,363505.919321,3713029.711527,1089
350,363510.38,3713029.65,1090,1053,363525.320491,3713027.588384,1092
351,363523.12,3713027.62,1091,533,363527.700246,3713027.554192,1092
352,363523.12,3713027.62,1091,744,363528.890123,3713027.537096,1092
353,363523.12,3713027.62,1091,1424,363528.890123,3713027.537096,1092
354,363530.08,3713027.52,1092,549,363528.890123,3713027.537096,1092
355,363530.08,3713027.52,1092,89,363528.890123,3713027.537096,1092
356,363530.08,3713027.52,1092,350,363530.08,3713027.52,1092
357,363540.58,3713031.07,1093,1231,363528.890123,3713027.537096,1092
358,363540.58,3713031.07,1093,875,363525.499754,3713027.585808,1091
359,363540.58,3713031.07,1093,300,363527.700246,3713027.554192,1092
360,363551.14,3713039.23,1094,1666,363625.65,3713054.81,1038
361,363551.14,3713039.23,1094,210,363527.700246,3713027.554192,1092
362,363551.14,3713039.23,1094,715,363624.51,3713056.68,1037
363,363569.8,3713045.44,1095,1137,363530.08,3713027.52,1092
364,363569.8,3713045.44,1095,723,363525.320491,3713027.588384,1092
365,363569.8,3713045.44,1095,1179,363526.689632,3713027.568712,1091
366,363582.55,3713044.33,1096,882,363625.65,3713054.81,1038
367,363582.55,3713044.33,1096,1232,363624.51,3713056.68,1037
368,363582.55,3713044.33,1096,944,363624.51,3713056.68,1037
369,363597.59,3713040.43,1097,394,363624.51,3713056.68,1037
370,363597.59,3713040.43,1097,366,363624.51,3713056.68,1037
371,363597.59,3713040.43,1097,1088,363624.51,3713056.68,1037
372,363617.33,3713041.07,1098,1021,363625.65,3713054.81,1038
373,363617.33,3713041.07,1098,693,363624.51,3713056.68,1037
374,363617.33,3713041.07,1098,503,363624.51,3713056.68,1037
375,363464.98,3713020.12,1147,1502,363386.0,3713016.62,1154
376,363464.98,3713020.12,1147,333,363524.309877,3713027.602904,1091
377,363464.98,3713020.12,1147,585,363411.214929,3713041.17736,1152
378,363451.05,3713020.32,1148,1458,363405.935822,3713038.971227,1152
379,363451.05,3713020.32,1148,1844,363451.05,3713020.32,1148
380,363451.05,3713020.32,1148,811,363413.326573,3713042.059813,1152
381,363436.16,3713034.39,1149,1010,363407.866391,3713039.778009,1151
382,363436.16,3713034.39,1149,981,363413.326573,3713042.059813,1152
383,363436.16,3713034.39,1149,1096,363411.214929,3713041.17736,1152
384,363423.52,3713042.89,1150,711,363407.863569,3713039.77683,1151
385,363423.52,3713042.89,1150,1060,363414.365811,3713042.494109,1152
386,363423.52,3713042.89,1150,517,363422.464735,3713043.074079,1150
387,363417.73,3713043.9,1151,157,363406.991643,3713039.412453,1152
388,363417.73,3713043.9,1151,754,363405.935822,3713038.971227,1152
389,363417.73,3713043.9,1151,829,363406.828652,3713039.344339,1151
390,363404.88,3713038.53,1152,817,363404.88,3713038.53,1152
391,363404.88,3713038.53,1152,1313,363421.40947,3713043.258158,1150
392,363404.88,3713038.53,1152,716,363389.768642,3713019.530674,1153
393,363390.7,3713020.25,1153,1496,363421.40947,3713043.258158,1150
394,363390.7,3713020.25,1153,327,363390.7,3713020.25,1153
395,363390.7,3713020.25,1153,1027,363420.895795,3713043.347763,1151
396,363386.0,3713016.62,1154,870,363386.931358,3713017.339326,1154
397,363386.0,3713016.62,1154,890,363288.60933,3712991.571412,1163
398,363386.0,3713016.62,1154,1287,363287.910335,3712991.029294,1162
399,363351.03,3713006.03,1155,1364,363406.991643,3713039.412453,1152
400,363351.03,3713006.03,1155,1012,363390.7,3713020.25,1153
401,363351.03,3713006.03,1155,954,363388.837283,3713018.811348,1153
402,363490.63,3713028.08,1156,1079,363423.52,3713042.89,1150
403,363490.63,3713028.08,1156,879,363528.890123,3713027.537096,1092
404,363490.63,3713028.08,1156,262,363526.689632,3713027.568712,1091
405,363286.97,3712990.3,1162,775,363287.910335,3712991.029294,1162
406,363286.97,3712990.3,1162,1421,363288.60933,3712991.571412,1163
407,363286.97,3712990.3,1162,776,363287.910335,3712991.029294,1162
408,363290.49,3712993.03,1163,1806,363290.49,3712993.03,1163
409,363290.49,3712993.03,1163,721,363288.60933,3712991.571412,1163
410,363290.49,3712993.03,1163,901,363288.60933,3712991.571412,1163
411,363296.32,3712994.79,1164,1357,363287.910335,3712991.029294,1162
412,363296.32,3712994.79,1164,1042,363288.60933,3712991.571412,1163
413,363296.32,3712994.79,1164,970,363288.60933,3712991.571412,1163
414,363335.89,3713002.55,1174,1270,363287.910335,3712991.029294,1162
415,363335.89,3713002.55,1174,1252,363287.910335,3712991.029294,1162
416,363335.89,3713002.55,1174,1603,363288.60933,3712991.571412,1163
417,364865.95,3713848.72,4,1600,364940.48,3713700.74,78
418,364865.95,3713848.72,4,1685,364965.348296,3713789.830659,15
419,364865.95,3713848.72,4,947,364855.36,3713755.53,44
420,364865.95,3713848.72,4,1156,364940.48,3713700.74,78
421,364865.95,3713848.72,4,262,364855.36,3713755.53,44
422,364865.95,3713848.72,4,1035,364940.48,3713700.74,78
423,364865.95,3713848.72,4,977,364940.48,3713700.74,78
424,364865.95,3713848.72,4,917,364855.36,3713755.53,44
425,364865.95,3713848.72,4,1236,364940.48,3713700.74,78
426,364865.95,3713848.72,4,833,364940.48,3713700.74,78
427,364865.95,3713848.72,4,706,364940.48,3713700.74,78
428,364865.95,3713848.72,4,953,364940.48,3713700.74,78
429,364865.95,3713848.72,4,349,364940.48,3713700.74,78
430,364865.95,3713848.72,4,890,364940.48,3713700.74,78
431,364865.95,3713848.72,4,1311,364855.36,3713755.53,44
432,364865.95,3713848.72,4,1341,364940.48,3713700.74,78
433,364865.95,3713848.72,4,317,364940.48,3713700.74,78
434,364865.95,3713848.72,4,1249,364940.48,3713700.74,78
435,364865.95,3713848.72,4,64,364855.36,3713755.53,44
436,364865.95,3713848.72,4,1152,364940.48,3713700.74,78
437,364865.95,3713848.72,4,1080,364855.36,3713755.53,44
438,364865.95,3713848.72,4,557,364940.48,3713700.74,78
439,364865.95,3713848.72,4,749,364940.48,3713700.74,78
440,364865.95,3713848.72,4,1669,364957.757384,3713759.583956,34
441,364865.95,3713848.72,4,1154,364940.48,3713700.74,78
442,364865.95,3713848.72,4,1078,364940.48,3713700.74,78
443,364865.95,3713848.72,4,344,364940.48,3713700.74,78
444,364865.95,3713848.72,4,1468,364940.48,3713700.74,78
