0,0
1,1
2,0
3,0
4,0
5,0
6,2
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,1
17,0
18,0
19,1
20,2
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,3
32,0
33,2
34,6
35,0
36,2
37,0
38,0
39,0
40,1
41,0
42,3
43,0
44,1
45,0
46,1
47,0
48,0
49,0
50,1
51,1
52,0
53,1
54,0
55,1
56,2
57,1
58,2
59,0
60,0
61,2
62,0
63,2
64,0
65,1
66,0
67,5
68,2
69,0
70,0
71,1
72,2
73,0
74,0
75,2
76,8
77,1
78,0
79,1
80,1
81,0
82,0
83,0
84,1
85,0
86,1
87,0
88,0
89,0
90,0
91,1
92,2
93,0
94,3
95,0
96,0
97,0
98,0
99,0
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,2
109,0
110,0
111,1
112,0
113,0
114,0
115,0
116,1
117,2
118,0
119,0
120,1
121,0
122,0
123,0
124,0
125,1
126,4
127,1
128,2
129,0
130,1
131,2
132,1
133,0
134,0
135,2
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,1
148,0
149,0
150,0
151,1
152,0
153,0
154,1
155,4
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,1
164,0
165,3
166,0
167,0
168,2
169,2
170,0
171,0
172,0
173,1
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,1
186,0
187,1
188,0
189,0
190,0
191,4
192,1
193,1
194,3
195,0
196,0
197,1
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,1
206,0
207,0
208,0
209,0
210,1
211,0
212,0
213,0
214,0
215,0
216,6
217,1
218,0
219,0
220,0
221,0
222,1
223,0
224,0
225,1
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,1
234,0
235,1
236,0
237,0
238,0
239,1
240,0
241,0
242,0
243,1
244,1
245,0
246,0
247,0
248,0
249,1
250,0
251,0
252,0
253,0
254,0
255,1
256,0
257,0
258,1
259,0
260,1
261,3
262,0
263,0
264,0
265,0
266,0
267,2
268,0
269,0
270,0
271,0
272,0
273,3
274,1
275,0
276,0
277,2
278,0
279,1
280,0
281,0
282,0
283,1
284,0
285,0
286,0
287,0
288,0
289,0
290,1
291,0
292,0
293,0
294,0
295,0
296,1
297,0
298,1
299,0
300,0
301,1
302,0
303,0
304,0
305,0
306,0
307,3
308,2
309,3
310,0
311,0
312,1
313,0
314,1
315,0
316,0
317,1
318,1
319,3
320,2
321,0
322,1
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,3
331,0
332,1
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,1
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,1
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,1
357,1
358,0
359,1
360,0
361,0
362,0
363,0
364,1
365,0
366,1
367,4
368,0
369,0
370,1
371,0
372,0
373,1
374,0
375,0
376,0
377,0
378,0
379,0
380,1
381,0
382,1
383,0
384,0
385,1
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,7
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,1
409,1
410,3
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,1
430,2
431,0
432,0
433,0
434,1
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,3
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,5
456,2
457,1
458,1
459,0
460,0
461,1
462,1
463,1
464,0
465,1
466,0
467,0
468,1
469,0
470,0
471,0
472,0
473,2
474,0
475,5
476,0
477,0
478,1
479,0
480,1
481,4
482,0
483,2
484,1
485,0
486,0
487,0
488,0
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,2
498,1
499,0
500,0
501,0
502,1
503,1
504,1
505,1
506,0
507,1
508,0
509,1
510,6
511,0
512,1
513,0
514,0
515,1
516,2
517,0
518,1
519,0
520,1
521,0
522,0
523,0
524,1
525,0
526,0
527,0
528,0
529,2
530,0
531,0
532,0
533,0
534,0
535,1
536,0
537,1
538,0
539,0
540,1
541,0
542,1
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,1
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,2
561,0
562,0
563,0
564,1
565,0
566,0
567,0
568,2
569,0
570,0
571,1
572,0
573,0
574,0
575,4
576,0
577,1
578,2
579,0
580,0
581,1
582,0
583,0
584,1
585,0
586,0
587,2
588,1
589,0
590,0
591,0
592,0
593,2
594,0
595,0
596,0
597,1
598,0
599,0
600,1
601,0
602,0
603,3
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,1
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,3
649,0
650,1
651,0
652,1
653,0
654,0
655,0
656,0
657,0
658,1
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,2
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,1
686,0
687,1
688,3
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,1
698,0
699,2
700,1
701,0
702,2
703,1
704,0
705,0
706,0
707,1
708,1
709,0
710,0
711,1
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,5
723,2
724,0
725,3
726,0
727,0
728,1
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,1
747,0
748,1
749,0
750,0
751,1
752,2
753,0
754,0
755,0
756,0
757,1
758,0
759,0
760,0
761,0
762,1
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,1
775,0
776,1
777,1
778,0
779,1
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,1
795,0
796,0
797,0
798,0
799,1
800,0
801,2
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,1
813,0
814,0
815,2
816,1
817,0
818,1
819,0
820,1
821,0
822,0
823,0
824,0
825,1
826,0
827,1
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,1
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,2
845,0
846,1
847,1
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,1
861,0
862,2
863,0
864,1
865,2
866,0
867,0
868,0
869,0
870,0
871,1
872,0
873,0
874,0
875,1
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,1
884,3
885,0
886,0
887,0
888,2
889,1
890,0
891,1
892,0
893,0
894,0
895,3
896,0
897,0
898,0
899,2
900,1
901,1
902,0
903,0
904,2
905,1
906,0
907,0
908,0
909,0
910,0
911,2
912,1
913,0
914,0
915,1
916,0
917,0
918,0
919,0
920,1
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,1
940,0
941,0
942,2
943,0
944,0
945,0
946,0
947,0
948,1
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,1
961,0
962,0
963,1
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,1
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,1
990,2
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,1
1008,0
1009,0
1010,0
1011,0
1012,3
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,0
1022,1
1023,0
1024,0
1025,1
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,0
1034,0
1035,1
1036,0
1037,0
1038,1
1039,0
1040,1
1041,0
1042,1
1043,0
1044,0
1045,1
1046,0
1047,0
1048,0
1049,1
1050,0
1051,0
1052,0
1053,0
1054,1
1055,1
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
