0,4,0,8,10,36,0,0,0,0,0,0
1,3,1,6,0,0,0,0,0,0,0,0
2,2,2,1,0,0,0,0,0,0,0,0
3,2,4,2,0,0,0,0,0,0,0,0
4,3,3,14,13,0,0,0,0,0,0,0
5,3,15,3,4,0,0,0,0,0,0,0
6,2,5,19,0,0,0,0,0,0,0,0
7,4,5,11,15,31,0,0,0,0,0,0
8,2,7,6,0,0,0,0,0,0,0,0
9,2,30,7,0,0,0,0,0,0,0,0
10,2,9,8,0,0,0,0,0,0,0,0
11,3,9,21,28,0,0,0,0,0,0,0
12,2,11,10,0,0,0,0,0,0,0,0
13,4,12,19,26,34,0,0,0,0,0,0
14,2,13,12,0,0,0,0,0,0,0,0
15,3,33,14,20,0,0,0,0,0,0,0
16,2,16,29,0,0,0,0,0,0,0,0
17,3,21,16,23,0,0,0,0,0,0,0
18,1,17,0,0,0,0,0,0,0,0,0
19,2,32,17,0,0,0,0,0,0,0,0
20,3,18,20,25,0,0,0,0,0,0,0
21,3,55,18,35,0,0,0,0,0,0,0
22,3,22,54,29,0,0,0,0,0,0,0
23,1,22,0,0,0,0,0,0,0,0,0
24,4,23,81,65,70,0,0,0,0,0,0
25,3,24,35,52,0,0,0,0,0,0,0
26,2,53,24,0,0,0,0,0,0,0,0
27,3,25,45,50,0,0,0,0,0,0,0
28,2,27,26,0,0,0,0,0,0,0,0
29,2,27,44,0,0,0,0,0,0,0,0
30,3,28,70,46,0,0,0,0,0,0,0
31,2,47,30,0,0,0,0,0,0,0,0
32,3,31,42,49,0,0,0,0,0,0,0
33,3,32,34,56,0,0,0,0,0,0,0
34,4,50,56,33,67,0,0,0,0,0,0
35,2,37,36,0,0,0,0,0,0,0,0
36,2,38,37,0,0,0,0,0,0,0,0
37,5,48,59,38,51,76,0,0,0,0,0
38,1,-1,0,0,0,0,0,0,0,0,0
39,1,-1,0,0,0,0,0,0,0,0,0
40,3,41,40,87,0,0,0,0,0,0,0
41,1,41,0,0,0,0,0,0,0,0,0
42,2,42,69,0,0,0,0,0,0,0,0
43,4,43,57,69,95,0,0,0,0,0,0
44,1,-1,0,0,0,0,0,0,0,0,0
45,3,45,72,88,0,0,0,0,0,0,0
46,2,46,51,0,0,0,0,0,0,0,0
47,3,47,80,84,0,0,0,0,0,0,0
48,2,49,48,0,0,0,0,0,0,0,0
49,3,64,68,52,0,0,0,0,0,0,0
50,3,63,53,66,0,0,0,0,0,0,0
51,3,72,55,68,0,0,0,0,0,0,0
52,4,67,74,107,57,0,0,0,0,0,0
53,4,58,66,79,108,0,0,0,0,0,0
54,1,58,0,0,0,0,0,0,0,0,0
55,2,60,59,0,0,0,0,0,0,0,0
56,2,61,60,0,0,0,0,0,0,0,0
57,3,101,61,118,0,0,0,0,0,0,0
58,3,62,64,75,0,0,0,0,0,0,0
59,3,85,62,109,0,0,0,0,0,0,0
60,4,63,85,97,105,0,0,0,0,0,0
61,4,65,71,77,86,0,0,0,0,0,0
62,3,73,98,79,0,0,0,0,0,0,0
63,2,73,100,0,0,0,0,0,0,0,0
64,4,88,91,74,94,0,0,0,0,0,0
65,4,75,115,125,126,0,0,0,0,0,0
66,1,-1,0,0,0,0,0,0,0,0,0
67,3,89,90,77,0,0,0,0,0,0,0
68,3,78,87,106,0,0,0,0,0,0,0
69,3,103,78,86,0,0,0,0,0,0,0
70,3,80,99,127,0,0,0,0,0,0,0
71,4,81,102,116,133,0,0,0,0,0,0
72,5,82,93,104,129,158,0,0,0,0,0
73,2,83,82,0,0,0,0,0,0,0,0
74,2,84,83,0,0,0,0,0,0,0,0
75,3,133,152,89,0,0,0,0,0,0,0
76,3,90,103,114,0,0,0,0,0,0,0
77,2,92,91,0,0,0,0,0,0,0,0
78,1,-1,0,0,0,0,0,0,0,0,0
79,3,151,93,122,0,0,0,0,0,0,0
80,3,94,113,126,0,0,0,0,0,0,0
81,2,96,95,0,0,0,0,0,0,0,0
82,4,164,181,96,170,0,0,0,0,0,0
83,3,97,110,119,0,0,0,0,0,0,0
84,3,155,98,154,0,0,0,0,0,0,0
85,3,106,124,99,0,0,0,0,0,0,0
86,3,100,111,120,0,0,0,0,0,0,0
87,2,102,101,0,0,0,0,0,0,0,0
88,1,104,0,0,0,0,0,0,0,0,0
89,3,105,108,117,0,0,0,0,0,0,0
90,3,109,123,125,0,0,0,0,0,0,0
91,4,110,117,216,135,0,0,0,0,0,0
92,4,213,111,155,209,0,0,0,0,0,0
93,3,112,122,190,0,0,0,0,0,0,0
94,3,146,112,221,0,0,0,0,0,0,0
95,4,134,144,191,113,0,0,0,0,0,0
96,1,-1,0,0,0,0,0,0,0,0,0
97,3,153,189,115,0,0,0,0,0,0,0
98,3,116,137,184,0,0,0,0,0,0,0
99,4,118,136,187,208,0,0,0,0,0,0
100,3,119,147,123,0,0,0,0,0,0,0
101,2,121,120,0,0,0,0,0,0,0,0
102,3,142,168,121,0,0,0,0,0,0,0
103,3,145,150,124,0,0,0,0,0,0,0
104,2,128,127,0,0,0,0,0,0,0,0
105,4,157,128,132,194,0,0,0,0,0,0
106,2,130,129,0,0,0,0,0,0,0,0
107,2,131,130,0,0,0,0,0,0,0,0
108,1,-1,0,0,0,0,0,0,0,0,0
109,3,134,211,224,0,0,0,0,0,0,0
110,4,135,154,206,207,0,0,0,0,0,0
111,2,137,136,0,0,0,0,0,0,0,0
112,3,138,156,180,0,0,0,0,0,0,0
113,2,139,138,0,0,0,0,0,0,0,0
114,2,140,139,0,0,0,0,0,0,0,0
115,2,141,140,0,0,0,0,0,0,0,0
116,3,214,141,162,0,0,0,0,0,0,0
117,2,143,142,0,0,0,0,0,0,0,0
118,3,217,143,173,0,0,0,0,0,0,0
119,2,144,153,0,0,0,0,0,0,0,0
120,3,218,145,157,0,0,0,0,0,0,0
121,3,204,146,174,0,0,0,0,0,0,0
122,2,148,147,0,0,0,0,0,0,0,0
123,4,195,148,165,203,0,0,0,0,0,0
124,3,149,150,167,0,0,0,0,0,0,0
125,2,151,232,0,0,0,0,0,0,0,0
126,4,183,222,152,251,0,0,0,0,0,0
127,2,156,171,0,0,0,0,0,0,0,0
128,2,159,158,0,0,0,0,0,0,0,0
129,2,160,159,0,0,0,0,0,0,0,0
130,2,161,160,0,0,0,0,0,0,0,0
131,2,162,161,0,0,0,0,0,0,0,0
132,3,163,182,192,0,0,0,0,0,0,0
133,3,198,164,284,0,0,0,0,0,0,0
134,3,165,212,189,0,0,0,0,0,0,0
135,3,166,248,318,0,0,0,0,0,0,0
136,3,166,188,193,0,0,0,0,0,0,0
137,4,167,199,210,235,0,0,0,0,0,0
