0,6940
1,6843
2,6839
3,6892
4,6844
5,6923
6,6771
7,6984
8,6929
9,6848
10,6852
11,7049
12,7137
13,7352
14,7346
15,7470
16,7355
17,7347
18,7456
19,7717
20,8182
21,8016
22,8092
23,8483
24,8443
25,8948
26,8619
27,9769
28,8849
29,9177
30,9881
31,9500
32,10226
33,10458
34,10258
35,10165
36,10309
37,11427
38,11379
39,11658
40,11787
41,11718
42,12535
43,12844
44,13269
45,13599
46,12992
47,13576
48,14664
49,14656
50,15021
51,14840
52,15625
53,16418
54,16853
55,16376
56,16843
57,17687
58,17170
59,18320
60,18595
61,19118
62,19658
63,19583
64,19386
65,20449
66,20511
67,20627
68,21064
69,21532
70,22366
71,22152
72,22623
73,22679
74,22739
75,22913
76,23512
77,24124
78,23870
79,23918
80,24147
81,23849
82,24472
83,24369
84,24488
85,24662
86,24878
87,25208
88,25334
89,25250
90,25505
91,25549
92,25363
93,25744
94,25658
95,25706
96,25979
97,26055
98,26027
99,26065
100,26223
