0,364726.40,3713828.50
1,364724.28,3713843.31
2,364769.67,3713851.92
3,364791.73,3713852.53
4,364865.95,3713848.72
5,364801.01,3713852.40
6,364820.20,3713814.24
7,364798.22,3713819.17
8,364638.09,3713821.42
9,364565.82,3713799.33
10,364705.50,3713827.87
11,364672.88,3713819.08
12,364744.96,3713828.24
13,364860.69,3713804.43
14,364860.79,3713811.82
15,364971.13,3713817.67
16,364571.51,3713790.94
17,364640.27,3713811.22
18,364922.21,3713805.42
19,364922.15,3713800.80
20,364997.72,3713809.91
21,365035.87,3713799.21
22,364573.74,3713784.44
23,364555.03,3713774.53
24,364646.35,3713748.30
25,365068.25,3713791.36
26,365100.58,3713778.89
27,364981.97,3713763.00
28,364861.73,3713796.10
29,364856.73,3713770.30
30,364684.76,3713756.08
31,364504.00,3713777.10
32,364795.06,3713759.15
33,364919.61,3713785.12
34,364961.18,3713769.76
35,364732.97,3713800.68
36,364738.53,3713783.04
37,364745.27,3713767.24
38,364583.93,3713766.73
39,364537.22,3713746.14
40,364509.32,3713742.83
41,364505.04,3713768.77
42,364815.88,3713754.24
43,364854.07,3713746.31
44,364855.36,3713755.53
45,364995.82,3713757.26
46,364731.33,3713766.51
47,364421.18,3713747.77
48,364768.44,3713764.14
49,365060.65,3713745.26
50,365128.21,3713762.80
51,365021.28,3713752.28
52,364946.64,3713726.53
53,365192.74,3713729.55
54,365194.10,3713744.32
55,364733.48,3713754.47
56,364731.07,3713748.03
57,364717.72,3713706.63
58,365060.57,3713739.72
59,365067.49,3713736.85
60,365116.02,3713721.38
61,364598.62,3713737.88
62,365234.41,3713721.57
63,365292.28,3713710.60
64,364977.70,3713706.68
65,365054.15,3713695.45
66,364797.34,3713673.17
67,364606.30,3713706.35
68,364513.65,3713720.59
69,364528.79,3713724.08
70,364429.86,3713704.21
71,364664.31,3713704.61
72,364249.98,3713705.82
73,364284.88,3713711.80
74,364353.61,3713729.31
75,364609.59,3713692.44
76,364531.83,3713692.61
77,364972.88,3713693.81
78,364940.48,3713700.74
79,364252.15,3713694.70
80,365010.04,3713695.14
81,364853.95,3713737.99
82,364892.30,3713657.98
83,365107.42,3713687.31
84,365224.66,3713688.44
85,364441.49,3713705.90
86,365316.54,3713701.94
87,364700.38,3713711.50
88,364248.90,3713711.38
89,365185.33,3713698.23
90,365080.78,3713691.38
91,365176.88,3713674.32
92,365303.19,3713660.54
93,364253.19,3713686.37
94,364211.29,3713677.72
95,365002.71,3713669.37
96,364533.90,3713675.03
97,365050.37,3713674.25
98,364671.88,3713665.69
99,364705.59,3713668.92
100,365087.73,3713690.36
101,365359.29,3713688.41
102,365388.15,3713676.91
103,364443.39,3713676.30
104,364383.30,3713694.70
105,364365.83,3713690.33
106,364260.33,3713699.21
107,364271.87,3713694.42
108,364342.63,3713691.58
109,365001.44,3713661.07
110,365214.95,3713658.08
111,364696.30,3713669.05
112,363945.57,3713682.39
113,363993.18,3713684.49
114,364003.63,3713684.34
115,364015.13,3713676.79
116,364033.34,3713651.58
117,365419.32,3713665.39
